dataset,datasetId,siteName,siteId,siteVisitName,siteVisitId,observationId,featureId,featureType,featureTypeId,parameter,parameterId,result,resultId,resultUnit,resultUnitId,method,methodId,resultTime,instrumentId,instrumentType,instrumentTypeId
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAMGD0005,http://linked.data.gov.au/dataset/ausplots/site-ntamgd0005,20160429,http://linked.data.gov.au/dataset/ausplots/sv-58495,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58495,http://linked.data.gov.au/dataset/ausplots/climate_id-ntamgd0005,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,8.21582,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2016-04-29T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0036,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0036,20120711,http://linked.data.gov.au/dataset/ausplots/sv-53683,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-53683,http://linked.data.gov.au/dataset/ausplots/climate_id-ntagfu0036,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,10.5208,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2012-07-11T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0006,http://linked.data.gov.au/dataset/ausplots/site-ntafin0006,20160306,http://linked.data.gov.au/dataset/ausplots/sv-58012,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58012,http://linked.data.gov.au/dataset/ausplots/climate_id-ntafin0006,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,0.685627,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2016-03-06T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTADAC0002,http://linked.data.gov.au/dataset/ausplots/site-ntadac0002,20160506,http://linked.data.gov.au/dataset/ausplots/sv-58039,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58039,http://linked.data.gov.au/dataset/ausplots/climate_id-ntadac0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,14.6477,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2016-05-06T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0010,http://linked.data.gov.au/dataset/ausplots/site-ntafin0010,20111018,http://linked.data.gov.au/dataset/ausplots/sv-53630,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-53630,http://linked.data.gov.au/dataset/ausplots/climate_id-ntafin0010,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,0.676752,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2011-10-18T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0003,http://linked.data.gov.au/dataset/ausplots/site-ntafin0003,20110924,http://linked.data.gov.au/dataset/ausplots/sv-53623,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-53623,http://linked.data.gov.au/dataset/ausplots/climate_id-ntafin0003,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,0.64902,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2011-09-24T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSTSYB0002,http://linked.data.gov.au/dataset/ausplots/site-nstsyb0002,20151112,http://linked.data.gov.au/dataset/ausplots/sv-58008,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58008,http://linked.data.gov.au/dataset/ausplots/climate_id-nstsyb0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,1.85914,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2015-11-12T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0009,http://linked.data.gov.au/dataset/ausplots/site-qdassd0009,20180618,http://linked.data.gov.au/dataset/ausplots/sv-58688,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58688,http://linked.data.gov.au/dataset/ausplots/climate_id-qdassd0009,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,3.99802,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2018-06-18T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0009,http://linked.data.gov.au/dataset/ausplots/site-saariv0009,20150814,http://linked.data.gov.au/dataset/ausplots/sv-57089,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-57089,http://linked.data.gov.au/dataset/ausplots/climate_id-saariv0009,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,2.37419,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2015-08-14T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0003,http://linked.data.gov.au/dataset/ausplots/site-qdassd0003,20140501,http://linked.data.gov.au/dataset/ausplots/sv-56912,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-56912,http://linked.data.gov.au/dataset/ausplots/climate_id-qdassd0003,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,4.25969,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2014-05-01T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,TCATNM0003,http://linked.data.gov.au/dataset/ausplots/site-tcatnm0003,20191123,http://linked.data.gov.au/dataset/ausplots/sv-58775,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58775,http://linked.data.gov.au/dataset/ausplots/climate_id-tcatnm0003,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,-0.655009,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2019-11-23T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0010,http://linked.data.gov.au/dataset/ausplots/site-waapil0010,20150903,http://linked.data.gov.au/dataset/ausplots/sv-57607,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-57607,http://linked.data.gov.au/dataset/ausplots/climate_id-waapil0010,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,8.18511,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2015-09-03T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSABHC0009,http://linked.data.gov.au/dataset/ausplots/site-nsabhc0009,20160913,http://linked.data.gov.au/dataset/ausplots/sv-58026,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58026,http://linked.data.gov.au/dataset/ausplots/climate_id-nsabhc0009,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,1.62313,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2016-09-13T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAADAL0003,http://linked.data.gov.au/dataset/ausplots/site-waadal0003,20190704,http://linked.data.gov.au/dataset/ausplots/sv-58767,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58767,http://linked.data.gov.au/dataset/ausplots/climate_id-waadal0003,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,10.5868,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2019-07-04T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0001,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0001,20130417,http://linked.data.gov.au/dataset/ausplots/sv-53586,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-53586,http://linked.data.gov.au/dataset/ausplots/climate_id-qdamgd0001,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,4.37492,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2013-04-17T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASTU0005,http://linked.data.gov.au/dataset/ausplots/site-ntastu0005,20160503,http://linked.data.gov.au/dataset/ausplots/sv-58427,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58427,http://linked.data.gov.au/dataset/ausplots/climate_id-ntastu0005,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,9.76715,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2016-05-03T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSAMDD0017,http://linked.data.gov.au/dataset/ausplots/site-nsamdd0017,20140806,http://linked.data.gov.au/dataset/ausplots/sv-57080,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-57080,http://linked.data.gov.au/dataset/ausplots/climate_id-nsamdd0017,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,0.839218,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2014-08-06T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0006,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0006,20120418,http://linked.data.gov.au/dataset/ausplots/sv-53653,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-53653,http://linked.data.gov.au/dataset/ausplots/climate_id-ntagfu0006,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,6.40538,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2012-04-18T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0010,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0010,20120307,http://linked.data.gov.au/dataset/ausplots/sv-57064,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-57064,http://linked.data.gov.au/dataset/ausplots/climate_id-sasmdd0010,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,1.91891,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2012-03-07T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAADAL0005,http://linked.data.gov.au/dataset/ausplots/site-waadal0005,20190706,http://linked.data.gov.au/dataset/ausplots/sv-58815,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58815,http://linked.data.gov.au/dataset/ausplots/climate_id-waadal0005,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,11.1186,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2019-07-06T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0018,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0018,20150502,http://linked.data.gov.au/dataset/ausplots/sv-57010,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-57010,http://linked.data.gov.au/dataset/ausplots/climate_id-sasmdd0018,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,1.91891,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2015-05-02T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0015,http://linked.data.gov.au/dataset/ausplots/site-ntassd0015,20130324,http://linked.data.gov.au/dataset/ausplots/sv-53565,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-53565,http://linked.data.gov.au/dataset/ausplots/climate_id-ntassd0015,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,2.28133,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2013-03-24T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0008,http://linked.data.gov.au/dataset/ausplots/site-ntassd0008,20120919,http://linked.data.gov.au/dataset/ausplots/sv-57074,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-57074,http://linked.data.gov.au/dataset/ausplots/climate_id-ntassd0008,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,3.12195,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2012-09-19T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0001,http://linked.data.gov.au/dataset/ausplots/site-saariv0001,20150812,http://linked.data.gov.au/dataset/ausplots/sv-57090,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-57090,http://linked.data.gov.au/dataset/ausplots/climate_id-saariv0001,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,2.08694,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2015-08-12T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0012,http://linked.data.gov.au/dataset/ausplots/site-waapil0012,20150905,http://linked.data.gov.au/dataset/ausplots/sv-57609,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-57609,http://linked.data.gov.au/dataset/ausplots/climate_id-waapil0012,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,6.19329,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2015-09-05T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSABBS0002,http://linked.data.gov.au/dataset/ausplots/site-nsabbs0002,20180512,http://linked.data.gov.au/dataset/ausplots/sv-58555,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_min-58555,http://linked.data.gov.au/dataset/ausplots/climate_id-nsabbs0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,minimum temperature,http://linked.data.gov.au/def/tern-cv/ccbfa04b-a70b-4ee8-b3d2-0652d33b8c9e,-1.87416,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2018-05-12T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSAMDD0016,http://linked.data.gov.au/dataset/ausplots/site-nsamdd0016,20140605,http://linked.data.gov.au/dataset/ausplots/sv-56973,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_max-56973,http://linked.data.gov.au/dataset/ausplots/climate_id-nsamdd0016,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,maximum temperature,http://linked.data.gov.au/def/tern-cv/c7a0ab55-d1f5-4901-9dc7-a13c352dee6b,38.0465,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2014-06-05T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0010,http://linked.data.gov.au/dataset/ausplots/site-ntafin0010,20111018,http://linked.data.gov.au/dataset/ausplots/sv-53630,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_max-53630,http://linked.data.gov.au/dataset/ausplots/climate_id-ntafin0010,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,maximum temperature,http://linked.data.gov.au/def/tern-cv/c7a0ab55-d1f5-4901-9dc7-a13c352dee6b,40.1459,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2011-10-18T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSABHC0011,http://linked.data.gov.au/dataset/ausplots/site-nsabhc0011,20120918,http://linked.data.gov.au/dataset/ausplots/sv-53606,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_max-53606,http://linked.data.gov.au/dataset/ausplots/climate_id-nsabhc0011,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,maximum temperature,http://linked.data.gov.au/def/tern-cv/c7a0ab55-d1f5-4901-9dc7-a13c352dee6b,38.9942,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2012-09-18T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0001,http://linked.data.gov.au/dataset/ausplots/site-ntafin0001,20190526,http://linked.data.gov.au/dataset/ausplots/sv-58735,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_max-58735,http://linked.data.gov.au/dataset/ausplots/climate_id-ntafin0001,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,maximum temperature,http://linked.data.gov.au/def/tern-cv/c7a0ab55-d1f5-4901-9dc7-a13c352dee6b,40.1742,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2019-05-26T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0013,http://linked.data.gov.au/dataset/ausplots/site-qdassd0013,20140507,http://linked.data.gov.au/dataset/ausplots/sv-56922,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_max-56922,http://linked.data.gov.au/dataset/ausplots/climate_id-qdassd0013,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,maximum temperature,http://linked.data.gov.au/def/tern-cv/c7a0ab55-d1f5-4901-9dc7-a13c352dee6b,42.443,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2014-05-07T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSACHC0004,http://linked.data.gov.au/dataset/ausplots/site-nsachc0004,20180418,http://linked.data.gov.au/dataset/ausplots/sv-58576,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_max-58576,http://linked.data.gov.au/dataset/ausplots/climate_id-nsachc0004,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,maximum temperature,http://linked.data.gov.au/def/tern-cv/c7a0ab55-d1f5-4901-9dc7-a13c352dee6b,40.2012,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2018-04-18T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0010,http://linked.data.gov.au/dataset/ausplots/site-ntafin0010,20190527,http://linked.data.gov.au/dataset/ausplots/sv-58786,http://linked.data.gov.au/dataset/ausplots/tern_climate_data-obs-temperature_max-58786,http://linked.data.gov.au/dataset/ausplots/climate_id-ntafin0010,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,maximum temperature,http://linked.data.gov.au/def/tern-cv/c7a0ab55-d1f5-4901-9dc7-a13c352dee6b,40.1459,N/A,Degree Celsius,http://qudt.org/vocab/unit/DEG_C,ANUclimate derived temperature data,http://linked.data.gov.au/def/tern-cv/8714be2a-c53b-435a-abe4-f2393a741185,2019-05-27T00:00:00Z,N/A,N/A,N/A
