dataset,datasetId,project,projectId,siteName,siteId,siteVisitName,siteVisitId,siteVisitStartDate,siteVisitEndDate,description
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Samford Peri-urban, core1ha",https://w3id.org/tern/resources/5febb758-e33e-43dd-985e-11802fd7ab42,20151001,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-samford_peri-urban__core1ha_20151001,2015-10-01T00:00:00Z,2015-10-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Samford Peri-urban, core1ha",https://w3id.org/tern/resources/5febb758-e33e-43dd-985e-11802fd7ab42,20160401,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-samford_peri-urban__core1ha_20160401,2016-04-01T00:00:00Z,2016-04-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Samford Peri-urban, core1ha",https://w3id.org/tern/resources/5febb758-e33e-43dd-985e-11802fd7ab42,20161101,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-samford_peri-urban__core1ha_20161101,2016-11-01T00:00:00Z,2016-11-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Samford Peri-urban, core1ha",https://w3id.org/tern/resources/5febb758-e33e-43dd-985e-11802fd7ab42,20170109,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-samford_peri-urban__core1ha_20170109,2017-01-09T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Samford Peri-urban, core1ha",https://w3id.org/tern/resources/5febb758-e33e-43dd-985e-11802fd7ab42,20170501,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-samford_peri-urban__core1ha_20170501,2017-05-01T00:00:00Z,2017-05-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Tumbarumba Wet Eucalypt, core1ha",https://w3id.org/tern/resources/2004f314-b7b0-41ae-961d-3512951da18d,20150101,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-tumbarumba_wet_eucalypt__core1ha_20150101,2015-01-01T00:00:00Z,2015-01-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Tumbarumba Wet Eucalypt, core1ha",https://w3id.org/tern/resources/2004f314-b7b0-41ae-961d-3512951da18d,20150401,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-tumbarumba_wet_eucalypt__core1ha_20150401,2015-04-01T00:00:00Z,2015-04-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Tumbarumba Wet Eucalypt, core1ha",https://w3id.org/tern/resources/2004f314-b7b0-41ae-961d-3512951da18d,20151201,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-tumbarumba_wet_eucalypt__core1ha_20151201,2015-12-01T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wambiana Grazing Trial, QDADEU0001",https://w3id.org/tern/resources/5297f01f-40fb-4192-aeab-a4b15f07d35e,20211021,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wambiana_grazing_trial__qdadeu0001_20211021,2021-10-21T00:00:00Z,2021-10-23T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wambiana Grazing Trial, QDADEU0002",https://w3id.org/tern/resources/3aa63e33-91cd-41c3-be7e-94030cd25b1f,20211021,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wambiana_grazing_trial__qdadeu0002_20211021,2021-10-21T00:00:00Z,2021-10-23T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wambiana Grazing Trial, QDADEU0003",https://w3id.org/tern/resources/0925597c-826f-4940-8da9-ce51be0b571b,20211021,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wambiana_grazing_trial__qdadeu0003_20211021,2021-10-21T00:00:00Z,2021-10-23T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wambiana Grazing Trial, QDADEU0004",https://w3id.org/tern/resources/55363f7a-01f5-4345-8180-f21c42739163,20211021,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wambiana_grazing_trial__qdadeu0004_20211021,2021-10-21T00:00:00Z,2021-10-23T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wambiana Grazing Trial, QDADEU0005",https://w3id.org/tern/resources/aeefdac9-ee91-4ff4-b70e-d39070884ffb,20211021,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wambiana_grazing_trial__qdadeu0005_20211021,2021-10-21T00:00:00Z,2021-10-23T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wambiana Grazing Trial, QDADEU0006",https://w3id.org/tern/resources/f5180f0c-ae03-42fe-bfd4-d7a4cc347559,20211021,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wambiana_grazing_trial__qdadeu0006_20211021,2021-10-21T00:00:00Z,2021-10-23T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Warra Tall Eucalypt, core1ha",http://linked.data.gov.au/dataset/ausplots/site-tcftsr002,20120106,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-warra_tall_eucalypt__core1ha_20120106,2012-01-06T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Warra Tall Eucalypt, core1ha",http://linked.data.gov.au/dataset/ausplots/site-tcftsr002,20130110,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-warra_tall_eucalypt__core1ha_20130110,2013-01-10T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Warra Tall Eucalypt, core1ha",http://linked.data.gov.au/dataset/ausplots/site-tcftsr002,20141212,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-warra_tall_eucalypt__core1ha_20141212,2014-12-12T00:00:00Z,2014-12-16T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Warra Tall Eucalypt, core1ha",http://linked.data.gov.au/dataset/ausplots/site-tcftsr002,20150519,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-warra_tall_eucalypt__core1ha_20150519,2015-05-19T00:00:00Z,2015-05-22T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Warra Tall Eucalypt, core1ha",http://linked.data.gov.au/dataset/ausplots/site-tcftsr002,20160103,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-warra_tall_eucalypt__core1ha_20160103,2016-01-03T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Whroo Dry Eucalypt, core1ha",https://w3id.org/tern/resources/8f2bd9f0-8fcf-4b1e-b98e-17b59f702349,20120304,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-whroo_dry_eucalypt__core1ha_20120304,2012-03-04T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Whroo Dry Eucalypt, core1ha",https://w3id.org/tern/resources/8f2bd9f0-8fcf-4b1e-b98e-17b59f702349,20141118,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-whroo_dry_eucalypt__core1ha_20141118,2014-11-18T00:00:00Z,2014-11-21T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Whroo Dry Eucalypt, core1ha",https://w3id.org/tern/resources/8f2bd9f0-8fcf-4b1e-b98e-17b59f702349,20150501,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-whroo_dry_eucalypt__core1ha_20150501,2015-05-01T00:00:00Z,2015-05-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wombat Stringybark Eucalypt, core1ha",https://w3id.org/tern/resources/7cfc368f-1571-4b67-8c8d-915e93a9d388,20140203,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wombat_stringybark_eucalypt__core1ha_20140203,2014-02-03T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wombat Stringybark Eucalypt, core1ha",https://w3id.org/tern/resources/7cfc368f-1571-4b67-8c8d-915e93a9d388,20141212,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wombat_stringybark_eucalypt__core1ha_20141212,2014-12-12T00:00:00Z,2014-12-15T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wombat Stringybark Eucalypt, core1ha",https://w3id.org/tern/resources/7cfc368f-1571-4b67-8c8d-915e93a9d388,20150501,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wombat_stringybark_eucalypt__core1ha_20150501,2015-05-01T00:00:00Z,2015-05-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wombat Stringybark Eucalypt, core1ha",https://w3id.org/tern/resources/7cfc368f-1571-4b67-8c8d-915e93a9d388,20180507,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wombat_stringybark_eucalypt__core1ha_20180507,2018-05-07T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Wombat Stringybark Eucalypt, core1ha",https://w3id.org/tern/resources/7cfc368f-1571-4b67-8c8d-915e93a9d388,20180607,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-wombat_stringybark_eucalypt__core1ha_20180607,2018-06-07T00:00:00Z,N/A,
